"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant","product.metafields.color_flex.collection_description"
"traditions-madeline","Madeline","<p>Madeline pattern from our Traditions collection. Pattern #01-04-101. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-04-101-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/madeline.jpg?v=1772821411","1","Madeline pattern thumbnail","Madeline - Traditions Collection | ColorFlex Wallpaper","Madeline pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","madeline","7","Thin Border,Bold Border,Vines,Center Flower,Mini Centers,Center Medalions,Double Flower","24x24","straight","SC0002 COTTAGE COAL,SW7067 CITYSCAPE,SW6135 ECRU,SW9130 EVERGREEN FOG,SW6204 SEA SALT,SW7699 RUSTIC CITY,SW6212 QUIETUDE,SW7699 RUSTIC CITY","01-04-101","04","101","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-madeline","Madeline","<p>Madeline pattern from our Traditions collection. Pattern #01-04-101. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-04-101-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/madeline.jpg?v=1772821411","","","Madeline - Traditions Collection | ColorFlex Wallpaper","Madeline pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","madeline","7","Thin Border,Bold Border,Vines,Center Flower,Mini Centers,Center Medalions,Double Flower","24x24","straight","SC0002 COTTAGE COAL,SW7067 CITYSCAPE,SW6135 ECRU,SW9130 EVERGREEN FOG,SW6204 SEA SALT,SW7699 RUSTIC CITY,SW6212 QUIETUDE,SW7699 RUSTIC CITY","01-04-101","04","101","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-madeline","Madeline","<p>Madeline pattern from our Traditions collection. Pattern #01-04-101. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-04-101-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/madeline.jpg?v=1772821411","","","Madeline - Traditions Collection | ColorFlex Wallpaper","Madeline pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","madeline","7","Thin Border,Bold Border,Vines,Center Flower,Mini Centers,Center Medalions,Double Flower","24x24","straight","SC0002 COTTAGE COAL,SW7067 CITYSCAPE,SW6135 ECRU,SW9130 EVERGREEN FOG,SW6204 SEA SALT,SW7699 RUSTIC CITY,SW6212 QUIETUDE,SW7699 RUSTIC CITY","01-04-101","04","101","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-florencia","Florencia","<p>Florencia pattern from our Traditions collection. Pattern #01-04-102. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-04-102-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/florencia.jpg?v=1772821412","1","Florencia pattern thumbnail","Florencia - Traditions Collection | ColorFlex Wallpaper","Florencia pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","florencia","3","24x32,24x32,24x32","24x32","straight","SC0002 COTTAGE COAL,SW9130 EVERGREEN FOG,SW3174 LENNOX HILL TAN,SW6135 ECRU","01-04-102","04","102","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-florencia","Florencia","<p>Florencia pattern from our Traditions collection. Pattern #01-04-102. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-04-102-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/florencia.jpg?v=1772821412","","","Florencia - Traditions Collection | ColorFlex Wallpaper","Florencia pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","florencia","3","24x32,24x32,24x32","24x32","straight","SC0002 COTTAGE COAL,SW9130 EVERGREEN FOG,SW3174 LENNOX HILL TAN,SW6135 ECRU","01-04-102","04","102","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-florencia","Florencia","<p>Florencia pattern from our Traditions collection. Pattern #01-04-102. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-04-102-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/florencia.jpg?v=1772821412","","","Florencia - Traditions Collection | ColorFlex Wallpaper","Florencia pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","florencia","3","24x32,24x32,24x32","24x32","straight","SC0002 COTTAGE COAL,SW9130 EVERGREEN FOG,SW3174 LENNOX HILL TAN,SW6135 ECRU","01-04-102","04","102","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-rosemary","Rosemary","<p>Rosemary pattern from our Traditions collection. Pattern #01-04-104. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-04-104-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/rosemary.jpg?v=1772821414","1","Rosemary pattern thumbnail","Rosemary - Traditions Collection | ColorFlex Wallpaper","Rosemary pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","rosemary","7","Large Leaves,Outter Frame,Inner Frame,Frame Detail,Flowers,Small Leaves,Tiny Swags","24x24","straight","SC0002 COTTAGE COAL,SW6186 DRIED THYME,SW6212 QUIETUDE,SW6204 SEA SALT,SW7699 RUSTIC CITY,SW6135 ECRU,SW9130 EVERGREEN FOG,SW6135 ECRU","01-04-104","04","104","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-rosemary","Rosemary","<p>Rosemary pattern from our Traditions collection. Pattern #01-04-104. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-04-104-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/rosemary.jpg?v=1772821414","","","Rosemary - Traditions Collection | ColorFlex Wallpaper","Rosemary pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","rosemary","7","Large Leaves,Outter Frame,Inner Frame,Frame Detail,Flowers,Small Leaves,Tiny Swags","24x24","straight","SC0002 COTTAGE COAL,SW6186 DRIED THYME,SW6212 QUIETUDE,SW6204 SEA SALT,SW7699 RUSTIC CITY,SW6135 ECRU,SW9130 EVERGREEN FOG,SW6135 ECRU","01-04-104","04","104","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-rosemary","Rosemary","<p>Rosemary pattern from our Traditions collection. Pattern #01-04-104. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-04-104-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/rosemary.jpg?v=1772821414","","","Rosemary - Traditions Collection | ColorFlex Wallpaper","Rosemary pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","rosemary","7","Large Leaves,Outter Frame,Inner Frame,Frame Detail,Flowers,Small Leaves,Tiny Swags","24x24","straight","SC0002 COTTAGE COAL,SW6186 DRIED THYME,SW6212 QUIETUDE,SW6204 SEA SALT,SW7699 RUSTIC CITY,SW6135 ECRU,SW9130 EVERGREEN FOG,SW6135 ECRU","01-04-104","04","104","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-folk-vine","Folk Vine","<p>Folk Vine pattern from our Traditions collection. Pattern #01-04-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-04-105-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folk-vine.jpg?v=1774371692","1","Folk Vine pattern thumbnail","Folk Vine - Traditions Collection | ColorFlex Wallpaper","Folk Vine pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","folk-vine","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW7699 RUSTIC CITY","01-04-105","04","105","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-folk-vine","Folk Vine","<p>Folk Vine pattern from our Traditions collection. Pattern #01-04-105. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-04-105-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folk-vine.jpg?v=1774371692","","","Folk Vine - Traditions Collection | ColorFlex Wallpaper","Folk Vine pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","folk-vine","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW7699 RUSTIC CITY","01-04-105","04","105","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-folk-vine","Folk Vine","<p>Folk Vine pattern from our Traditions collection. Pattern #01-04-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-04-105-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folk-vine.jpg?v=1774371692","","","Folk Vine - Traditions Collection | ColorFlex Wallpaper","Folk Vine pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","folk-vine","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW7699 RUSTIC CITY","01-04-105","04","105","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-esperanza","Esperanza","<p>Esperanza pattern from our Traditions collection. Pattern #01-04-106. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-04-106-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/esperanza.jpg?v=1772821416","1","Esperanza pattern thumbnail","Esperanza - Traditions Collection | ColorFlex Wallpaper","Esperanza pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","esperanza","3","Leaves,Centers,Flowers","24x24","straight","SW7069 IRON ORE,SW7728 LEMON VERBENA,SW0043 PERISTYLE BRASS,sc0001 COTTAGE LINEN","01-04-106","04","106","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-esperanza","Esperanza","<p>Esperanza pattern from our Traditions collection. Pattern #01-04-106. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-04-106-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/esperanza.jpg?v=1772821416","","","Esperanza - Traditions Collection | ColorFlex Wallpaper","Esperanza pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","esperanza","3","Leaves,Centers,Flowers","24x24","straight","SW7069 IRON ORE,SW7728 LEMON VERBENA,SW0043 PERISTYLE BRASS,sc0001 COTTAGE LINEN","01-04-106","04","106","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-esperanza","Esperanza","<p>Esperanza pattern from our Traditions collection. Pattern #01-04-106. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-04-106-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/esperanza.jpg?v=1772821416","","","Esperanza - Traditions Collection | ColorFlex Wallpaper","Esperanza pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","esperanza","3","Leaves,Centers,Flowers","24x24","straight","SW7069 IRON ORE,SW7728 LEMON VERBENA,SW0043 PERISTYLE BRASS,sc0001 COTTAGE LINEN","01-04-106","04","106","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-agnes","Agnes","<p>Agnes pattern from our Traditions collection. Pattern #01-04-107. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-04-107-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/agnes.jpg?v=1772821417","1","Agnes pattern thumbnail","Agnes - Traditions Collection | ColorFlex Wallpaper","Agnes pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","agnes","3","Rounds,Leaves,Small Dots","24x24","straight","SW7728 LEMON VERBENA,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7698 STRAW HARVEST","01-04-107","04","107","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-agnes","Agnes","<p>Agnes pattern from our Traditions collection. Pattern #01-04-107. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-04-107-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/agnes.jpg?v=1772821417","","","Agnes - Traditions Collection | ColorFlex Wallpaper","Agnes pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","agnes","3","Rounds,Leaves,Small Dots","24x24","straight","SW7728 LEMON VERBENA,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7698 STRAW HARVEST","01-04-107","04","107","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
"traditions-agnes","Agnes","<p>Agnes pattern from our Traditions collection. Pattern #01-04-107. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Traditions","Home & Garden > Decor","ColorFlex Pattern","traditions, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-04-107-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/agnes.jpg?v=1772821417","","","Agnes - Traditions Collection | ColorFlex Wallpaper","Agnes pattern from our Traditions collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","traditions","agnes","3","Rounds,Leaves,Small Dots","24x24","straight","SW7728 LEMON VERBENA,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7698 STRAW HARVEST","01-04-107","04","107","","Traditional designs, appropriate in any home decor plan.  Based on history, culture and eclectic styles, layered with coordinates add richness and depth to any home.  Experiment with color combinations and resize your design to suit the surface or project."
